state,today,total
Kanti APHC Lasgaripur,0,631
Kanti APHC Panapur,0,198
Kanti APHC Panapur Kariyat,0,889
Kanti Aphc Madhuban,0,"1,179"
Kanti Aprajita,0,69
Kanti Ashtha CLF,0,59
Kanti BRC,0,20
Kanti CHC For 2nd Dose,0,"8,264"
Kanti CHC For WWD 1,0,120
Kanti CHC For WWD 2,0,100
Kanti CHC for FLW,0,"24,609"
Kanti Dadar Kolhua,0,77
Kanti HS Shyampur Bhoja,0,58
Kanti HSC Ankuraha,0,38
Kanti HSC Bathanaha,0,9
Kanti HSC Chhapra,0,193
Kanti HSC Damodarpur,0,757
Kanti HSC Kalwari,0,125
Kanti HSC Kolhua Bairiya,0,"4,743"
Kanti HSC Peni Chhapra,0,36
Kanti HSC Sain,0,8
Kanti HSC Sherukahi,0,550
Kanti HWC Birpur,0,"1,498"
Kanti Hindustan Press,0,454
Kanti Laskaripur CLF,0,70
Kanti MB BLOCK,0,85
Kanti MS Bairiya,0,56
Kanti MS Dhemhan,0,55
Kanti MS Jhitkahi Madhuban,0,688
Kanti MS Kaparpura,0,749
Kanti MS Kolhua,0,63
Kanti MS Sahwajpur,0,481
Kanti NH 57 Flood Camp,0,361
Kanti NTPC,0,629
Kanti PB Bahuara,0,343
Kanti PB Dadar,0,27
Kanti PB Damodarpur,0,"3,442"
Kanti PB Kalwari,0,151
Kanti PB Laskaripur,0,693
Kanti PB Panapur Haweli,0,11
Kanti PB Sahpur,0,"1,835"
Kanti PB Sain,0,850
Kanti PB Serukahi,0,540
Kanti PS Ankuraha,0,215
Kanti PS Bhajila,0,21
Kanti PS Bhimalpur,0,36
Kanti PS Chandrabhan Kalwari,0,820
Kanti PS Dhemhan,0,108
Kanti PS Konma,0,68
Kanti PS Madho Chapra,0,200
Kanti PS Mahartha,0,192
Kanti PS Mirjapur,0,16
Kanti PS Pokhraira,0,48
Kanti PS Salona Bheriyahi,0,202
Kanti PS Vishunpur Sumer,0,32
Kanti Police Line,0,323
Kanti Police Line 2,0,57
Kanti S NTPC,0,"1,703"
Kanti S PB Manikpur,0,650
Kanti S PB Sherna,0,243
Kanti SB Dadar,0,19
Kanti SB Mustafapur,0,282
Kanti Sagar CLF,0,70
Kanti Saugangh,0,48
Kanti Sudha Dairy,0,"1,019"
Kanti UMS Bakatpur,0,"1,056"
Kanti UMS Chhapra Manorath,0,9
Kanti UMS Gopalpur,0,168
Kanti UMS Maishan,0,257
Kanti UMS Mithan Sarai,0,321
Kanti UMS Pokhraira,0,82
Kanti UMS Sadatpur,0,729
Kanti UMS Sahbajpur,0,29
Kanti UMS Sonbarsa,0,69
KantiHSC Mustafapur,0,189
Kanya School Chikua Marwan,0,10
Kat 5TE Sohijari,0,100
Kat TE Gangta,0,200
Katra 18 Plus HS Jajuar Middle,0,"1,799"
Katra APHC Berai,0,"1,154"
Katra APHC Jajuar,0,"2,256"
Katra CHANGEL PANCHAYAT,0,90
Katra CHC For 2nd Dose,0,"1,407"
Katra CHC For WWD 2,0,65
Katra Chainpur AWC 102 J East,0,250
Katra HS Bagwasa,0,29
Katra HS Gangeya,0,156
Katra HSC Belpakauna,0,250
Katra HSC Chichari,0,73
Katra HSC Darhaul,0,9
Katra HSC Hathauri,0,"1,161"
Katra HSC Khangoora,0,"2,475"
Katra HSC Pahsaul,0,557
Katra HSC Uphrauli,0,37
Katra Jajuar East Shivnagar MS,0,180
Katra Jajuar West,0,380
Katra Khangoora Urdu Maktab,0,225
Katra Khanpur Madarsa,0,"1,017"
Katra MS Bandhpura,0,303
Katra MS Barhad,0,866
Katra MS Basghatta,0,149
Katra MS Berai,0,535
Katra MS Bisautha,0,172
Katra MS Bishanpur,0,266
Katra MS Budhkara,0,80
Katra MS Changel,0,291
Katra MS Darhaul,0,160
Katra MS Dhanaur,0,298
Katra MS Dhubauli,0,507
Katra MS Jajuar,0,55
Katra MS Katra,0,"3,295"
Katra MS Nagwara,0,13
Katra MS Rajadih,0,100
Katra MS Saidpur,0,269
Katra MS Shivdaspur,0,"1,160"
Katra MS Siswara,0,250
Katra MS Sohagpur,0,364
Katra MS Sohijan,0,382
Katra MS Tarapur Jajuar West,0,230
Katra MS Tehwara,0,573
Katra PB Amma,0,220
Katra PB Dhanaur,0,170
Katra PB Hathauri,0,762
Katra PB Katra,0,40
Katra PS Akhauli,0,107
Katra S CHC KATRA,0,150
Katra S MS Amma,0,139
Katra UMS Baigni Khangoora,0,250
Katra UMS Dumari,0,565
Katra Urdu School Basant,0,270
Katra Urdu School Khanpur,0,228
KatraCHC,0,"25,498"
Kud S Hsc Harishankar Maniyari,0,227
Kud UMS Raghunathpur Madhwan,0,197
Kudh AWC Ward No 10 Jagdamba,0,226
Kudh DB Subdhiya Visunpurnur,0,208
Kudh Kanya Paths Purushotampur,0,207
Kudh Vishhar Mela SB Ward 11,0,203
Kudhani 18 Plus MS Balia,0,"3,551"
Kudhani 18 Plus MS Balia West,0,"1,777"
Kudhani 432 Modern AWC,0,209
Kudhani AJ Kishunpur Madhuvan,0,407
Kudhani APHC Fatehpur,0,844
Kudhani APHC Kharauna Dih,0,"1,974"
Kudhani APHC Maniyari,0,308
Kudhani APHC Sonwarsa,0,"1,733"
Kudhani AWC 312 SC Tola Jamhru,0,200
Kudhani AWC 396 W 11,0,335
Kudhani AWC 52 Balbhadrapur,0,428
Kudhani AWC 56 Mihanpur Mohini,0,203
Kudhani AWC 59 Hari. Mohini,0,208
Kudhani Anus V Anant Kamtaul,0,400
Kudhani Awc 264 Darjiya Mohini,0,207
Kudhani Awc 307,0,72
Kudhani BS Turki,0,180
Kudhani CHC B,0,4
Kudhani CHC For 2nd Dose,0,"12,512"
Kudhani CHC For WWD 1,0,68
Kudhani CHC For WWD 2,0,49
Kudhani CHC for FLW,0,"2,621"
Kudhani DB Chadua Mathh,0,262
Kudhani DB Subdhiy Visunpurnr,0,195
Kudhani Fakuli AWC 04,0,201
Kudhani GKC AWC 418,0,191
Kudhani HIGH SCHOOL Turki,0,254
Kudhani HS Balordeeh,0,50
Kudhani HS KB Rampur,0,34
Kudhani HSC Aganagar,0,453
Kudhani HSC Bishunpur Giddha,0,41
Kudhani HSC Chhitrauli,0,697
Kudhani HSC Dhodhi Ratan,0,27
Kudhani HSC Goraiya,0,238
Kudhani HSC Harpur Balra,0,155
Kudhani HSC Kafen,0,17
Kudhani HSC Kharauna S Sthal,0,381
Kudhani HSC Ladaura,0,151
Kudhani HSC Madhaul,0,24
Kudhani HSC Purusottampur,0,165
Kudhani HSC Silaut,0,270
Kudhani HSC Sonwarsa,0,187
Kudhani HSC Sumera,0,"1,298"
Kudhani HSC Sumera 2,0,216
Kudhani HSCHarishankarManiyari,0,"1,107"
Kudhani High School Padmaul,0,180
Kudhani K VSilaut V Jaynarayan,0,265
Kudhani KPPursot Near Pokhar,0,200
Kudhani M.S Chikani,0,7
Kudhani MS Amrakh,0,41
Kudhani MS Basant Kharauna,0,713
Kudhani MS Basauli,0,273
Kudhani MS Chandrahiya,0,342
Kudhani MS Dharmuha PURVI,0,697
Kudhani MS Fatehpur,0,37
Kudhani MS Gaji Kamtaul,0,12
Kudhani MS Gausi Bhagirath,0,292
Kudhani MS Goraiya,0,240
Kudhani MS Jagdispur,0,209
Kudhani MS Jamharua,0,471
Kudhani MS Kinaroo,0,207
Kudhani MS Kinaru,0,196
Kudhani MS Kishunpur Madhuban,0,320
Kudhani MS Kobia,0,71
Kudhani MS Ladvariya,0,383
Kudhani MS MD Mubarak Urdu,0,141
Kudhani MS Madapur,0,214
Kudhani MS Madhol Kakra,0,91
Kudhani MS Methurapur,0,17
Kudhani MS Mohanpur,0,488
Kudhani MS Paraiya Bathna,0,903
Kudhani MS Pashchami Nahar,0,203
Kudhani MS Pokhraira,0,15
Kudhani MS Raghunathpur Basnt,0,316
Kudhani MS Ratnauli,0,427
Kudhani MS Sahpur Maricha,0,364
Kudhani MS Silaut Basudev,0,329
Kudhani MS Silaut Vimal,0,290
Kudhani MS Sitarampur,0,152
Kudhani MS Subadhia Noor,0,27
Kudhani MS Thatiya Anusu Jati,0,366
Kudhani MS Thuhma,0,346
Kudhani MS Turki Paschim,0,376
Kudhani Madhopur Kapoor,0,348
Kudhani Middle School Goraiya,0,197
Kudhani Middle School Jawadih,0,385
Kudhani P B Kishunpur Balaur,0,101
Kudhani PB Chainpur Wajid 2,0,220
Kudhani PB Chhajan Harishankar,0,194
Kudhani PB Chhajan KHariyar,0,145
Kudhani PB HarishankarManiyari,0,425
Kudhani PB Jagarnathpur,0,185
Kudhani PB Kerma Dih,0,187
Kudhani PB Kinaru,0,244
Kudhani PB Md Mubarak,0,10
Kudhani PB Methurapur,0,196
Kudhani PB Ratnauli,0,396
Kudhani PS Amrakh SC,0,191
Kudhani PS Ashapur Bhawani,0,200
Kudhani PS Bachhuvan,0,154
Kudhani PS Baghi Bishunpur Mad,0,423
Kudhani PS Bakarpur,0,313
Kudhani PS Balhiya,0,385
Kudhani PS Bara Kapoor,0,193
Kudhani PS Barkurwa,0,389
Kudhani PS Bhagwanpur,0,499
Kudhani PS Chakbir,0,182
Kudhani PS Chakdora,0,196
Kudhani PS Chakmehashi,0,201
Kudhani PS Chhajan Hari,0,212
Kudhani PS Chhajan Khariyar,0,204
Kudhani PS Chhapki,0,414
Kudhani PS Dariyapur Kafen(PT),0,206
Kudhani PS Dubiyahi Nuniya Tol,0,206
Kudhani PS GOA Bangra,0,659
Kudhani PS Gawsara,0,146
Kudhani PS Godani,0,15
Kudhani PS Gowa,0,52
Kudhani PS Harijan Dariyapur,0,250
Kudhani PS Jamin Kamtaul,0,189
Kudhani PS KERMA DIH,0,191
Kudhani PS Kamalpura,0,199
Kudhani PS Karamchandra Balra,0,172
Kudhani PS Kinaru Mushar,0,202
Kudhani PS Kishunpur Mohini,0,386
Kudhani PS Ladaura Pashchimi,0,444
Kudhani PS Laxmipur,0,419
Kudhani PS M URDU SUMERA,0,213
Kudhani PS Madarsa Urdu Sumera,0,191
Kudhani PS Madho Vishun Gidha,0,720
Kudhani PS Madhopur Susta Urdu,0,749
Kudhani PS Malkauni,0,205
Kudhani PS Muraul,0,239
Kudhani PS Pareya Mushar Tola,0,197
Kudhani PS Pareya Pachimi,0,203
Kudhani PS Ramchandra,0,283
Kudhani PS Rampur Kashi,0,197
Kudhani PS Sahpur Dakhali,0,201
Kudhani PS Thuhma,0,24
Kudhani PS Turki Kanya,0,415
Kudhani PS Uttari Tola Shiv M,0,195
Kudhani PS Vishunpur Dhanraj,0,403
Kudhani PS Vishunpur Gidha,0,511
Kudhani Primary School Muraul,0,351
Kudhani Pustkalay B Kesrama,0,175
Kudhani RJDM Medical TURKI,0,303
Kudhani RMS Balaur,0,355
Kudhani RPS Bhawanipur,0,355
Kudhani RPS VS Bajit Kodariya,0,249
Kudhani S APHC KERMA,0,713
Kudhani S Aphc Kharauna,0,627
Kudhani S BS Chandrahatti,0,"4,078"
Kudhani S BS Kerma Dih,0,786
Kudhani S Bhawan Phulwariya,0,215
Kudhani S Bhawan Rampur Kashi,0,204
Kudhani S HS Bhola Singh,0,"1,134"
Kudhani S HS Chadhua,0,867
Kudhani S HS Jhikati,0,453
Kudhani S HS Turki,1,"5,889"
Kudhani S HSC Chhitrauli,0,239
Kudhani S HSC Mahant Maniyari,0,184
Kudhani S High School Mornisf,0,280
Kudhani S Hsc Maripur,0,"1,454"
Kudhani S MS Barkurba,0,405
Kudhani S MS Chakiya,0,198
Kudhani S MS Ghhajan Gonu,0,861
Kudhani S MS Godani,0,405
Kudhani S MS KishunpurMadhuban,0,195
Kudhani S MS MARIPUR,0,848
Kudhani S MS Muradpur,0,452
Kudhani S MS NIRPUR CHITROULI,0,770
Kudhani S MS Nirpur,0,596
Kudhani S MS Pupari,0,688
Kudhani S MS SUMERA,0,676
Kudhani S MS Shahpur Maricha,0,153
Kudhani S MS Sonwarsa Dih,0,248
Kudhani S MS Sonwarsa Sah,0,359
Kudhani S MS Tarsan B,0,531
Kudhani S MS Teliya,0,386
Kudhani S PB Chainpur Wajid,0,"1,180"
Kudhani S PB Goraiya,0,387
Kudhani S PB Kishunpur Balaur,0,649
Kudhani S PB SONWARSA DIH,0,741
Kudhani S PB Sakri Saraiya,0,"1,381"
Kudhani S PS Charkoriya,0,370
Kudhani S PS KALYANPUR,0,494
Kudhani S PS Mollama,0,618
Kudhani S PS Shivanpatti,0,332
Kudhani S PS URDU Madhopur Sus,0,774
Kudhani S UMS Chakbhikhi,0,582
Kudhani S UMS Jagarnathpur,0,479
Kudhani S UMS Madhopur Susta,0,681
Kudhani S UMS Sakri Saraiya,0,680
Kudhani SB Aganagar,0,417
Kudhani SB Gagosara,0,405
Kudhani SB Kishunpur Madhuban,0,196
Kudhani SB Phulwariya,0,257
Kudhani SLB Chhitrauli,0,410
Kudhani SS Baghi,0,38
Kudhani SS Balra Kushun,0,54
Kudhani Saraswati Pustkaly,0,203
Kudhani UMS Adarsh,0,437
Kudhani UMS Balra Ismail,0,503
Kudhani UMS Bhikhanpur Saif,0,379
Kudhani UMS Chhota Sumera,0,383
Kudhani UMS DUBIYANHI,0,879
Kudhani UMS Jhamarua,0,343
Kudhani UMS Kanya,0,210
Kudhani UMS Kobiya,0,350
Kudhani UMS Ladaura,0,209
Kudhani UMS Lucky Nandlalpur,0,210
Kudhani UMS Madhaul,0,406
Kudhani UMS Madho Mubarak,0,225
Kudhani UMS Mishra Maniyari,0,55
Kudhani UMS Pakahi,0,513
Kudhani UMS Subdhiya Noor,0,386
Kudhani UMS Vishunpur GIDHHA,0,362
Kudhani US Mahant Maniyari,0,440
Kudhani Yagshala Bangrabansi,0,279
LB Keshrawan,0,96
Laxmi Devi PS Sikandarpur,0,80
M S Bhadai,0,593
M S Shahi Minapur,0,408
M.S DHASNA,0,408
MAR M KARJA DIH,0,122
MAR M1 BAKRAGAON DAKSHINI,0,60
MAR M1 BARKAGAON NORTH,0,52
MAR M1 JIYAN KHURD PANCHAYAT,0,188
MAR M1 MAKHDUMPUR KODARIYA,0,286
MAR M1 MARWAN,0,60
MAR M1 PAKRI PAKOHI,0,219
MAR M1 RAKSA PANCHAYAT,0,464
MAR M1 RUPWARA PANCHAYAT,0,174
MAR M1 SUBHANKARPUR PANCHAYAT,0,71
MAR M1 TEEKA EXPRESS,0,40
MAR M1 URB TE BHAGWAANPUR,0,243
MAR M1 URB TE MITHANPURA,0,133
MAR S 45 Dih Pakohi AWC 181,0,80
MAR S 45 Karja Dih MS KarjaDih,0,31
MARWAN PB KARJA DIH-A,0,125
MARWAN PB KARJA DIH-B,0,204
MARWAN PB RUPAULI-A,0,124
MARWAN PB RUPAULI-B,0,67
MARWAN PS MAI STHAN AKHTI-A,0,241
MARWAN PS MAI STHAN AKHTI-B,0,151
MARWAN PS NARHAR SARAY-A,0,240
MARWAN PS NARHAR SARAY-B,0,96
MARWAN PS RAKSA WEST-A,0,324
MARWAN PS RAKSA WEST-B,0,195
MARWAN PS SC TOLA BORBARA -A,0,122
MARWAN PS SC TOLA BORBARA -B,0,112
MARWAN UMS JIYAN HINDI-B,0,267
MARWAN URDU BHARRA WARD 12-A,0,229
MARWAN URDU BHARRA WARD 12-B,0,326
MCH 2,0,170
MIN M1,0,24
MIN M1 BARA BHARTI PANCHAYAT,0,70
MIN M1 BB Ganj Govind Mandir,0,172
MIN M1 CHANDPARNA,0,20
MIN M1 CHATURSI PANCHAYAT,0,20
MIN M1 GHOSOUT PANCHAYAT,0,60
MIN M1 M.S.BARA BHARTI,0,60
MIN M1 MINAPUR PANCHAYAT,0,110
MIN M1 MUKSUDPUR PANCHAYAT,0,190
MIN M1 NANDANA PANCHAYAT,0,120
MIN M1 PAIGAMBARPUR PANCHAYAT,0,12
MIN M1 TENGRARI PANCHAYAT,0,40
MIN M2,0,20
MIN M2 BARA BHARTI WARD 7-8,0,50
MIN M2 GHOSOUT PANCHAYAT,0,60
MIN M2 HARKA MANISHAHI,0,90
MIN M2 JAMIN MATHIYA PANCHAYAT,0,10
MIN M2 MAJHAULIYA PANCHAYAT,0,30
MIN M2 MINAPUR PANCHAYAT,0,382
MIN M2 MUKSUDPUR PANCHAYAT,0,111
MIN M2 PAIGAMBARPUR PANCHAYAT,0,20
MIN M2 TENGRARI PANCHAYAT,0,60
MIN M2 URB TE SIKANPARPUR,0,131
MIN PB RAGHAI PANCHAYAT,0,"2,036"
MIN S MS HARPUR,0,180
MIN S Paigambrpur PS Karambari,0,20
MIN S YADU BHAGAT K COLLAGE,0,80
MINAPUR APHC SAGHARI,0,142
MINAPUR BLOCK OFF FIRST FLOOR,0,37
MINAPUR BLOCK OFF GROUND FLOOR,1,343
MINAPUR HSC REPURA,0,571
MINAPUR M SODHANA MADHOPUR,0,491
MINAPUR MS Belahi Lachchi,0,33
MINAPUR MS Khemaipatti,0,"2,704"
MINAPUR MS NAKNEMA,0,439
MINAPUR MS SAHPUR,0,572
MINAPUR PS Dumariya,0,20
MINAPUR PS Mothaha Mal,0,29
MINAPUR S MS Hazaratpur,0,101
MINAPUR S MS KHARHAR,0,"1,225"
MINM2 JAMIN MATHIYA AWC 22 -29,0,30
MOT M KODARKATTA BARIYARPUR,0,15
MOT M1 BRAHMAPUR KARMAN,0,20
MOT M1 IBRAHIMPUR PANCHAYAT,0,"1,075"
MOT M1 KATHAIYAN THANA MOTIPUR,0,517
MOT M1 MAHMADPUR BALMI,0,30
MOT M1 MAHMADPUR MAHMADA,0,130
MOT M1 MANGHURAHA PANCHAYAT,0,301
MOT M1 MORSANDI PS MEGHUYA,0,10
MOT M1 MOTIPUR THANA,0,387
MOT M1 NAGAR PANCHAYAT,0,227
MOT M1 PAKARI PANCHAYAT,0,148
MOT M1 PARSAUNINATH PANCHAYAT,0,299
MOT M1 URB PRABHAT TARA HOSP,0,448
MOT M2,0,55
MOT M2 BARIYARPUR UTARI,0,253
MOT M2 BASGHAT PANCHAYAT,0,"1,143"
MOT M2 FATEHAN PANCHAYAT,0,100
MOT M2 GATHI GRAM MOTIPUR,0,100
MOT M2 HARNAHI PANCHAYAT,0,526
MOT M2 HARPUR PANCHAYAT,0,140
MOT M2 IBRAHIMPUR PANCHAYAT,0,946
MOT M2 JASAULI PANCHAYAT,0,359
MOT M2 KAMALPUR BITHARAUL,0,80
MOT M2 MAHIMA GOPINATHPUR,0,555
MOT M2 MORSANDI PANCHAYAT,0,413
MOT M2 MS BHRAMPURA,0,60
MOT M2 NARIYAR PANCHAYAT,0,40
MOT M2 PAKADI PANCHAYAT,0,492
MOT M2 PATTI ASWARI PANCHAYAT,0,134
MOT M2 PB KALYANPUR HAROUNA,0,20
MOT M2 RAMPUR BERIYAHI SIRSIYA,0,99
MOT M2 THIKAHAN PANCHAYAT,0,406
MOT M2 UMS BARIYARPUR,0,774
MOT M2 URB AUDITORIUM,0,209
MOT MS NAWALPUR,0,229
MOT PANCHAYAT SARKAR BHAWAN,0,303
MOT S Baruraj West Thana Chock,0,121
MOT S BarurajWest DijainBhavan,0,30
MOT S Block Campus,0,898
MOT S CS Baramastan Ward 9,0,230
MOT S CS Nagar Panchayat Ward4,0,226
MOT S Chini Mil Urdu School W6,0,381
MOT S Dharmshala Bay Road,0,233
MOT S HS Project,0,159
MOT S Kathaiya MS Kathaiya,0,186
MOT S Kisan Bhawan SadhaDumber,0,645
MOT S Koriganwa MS Siswa,0,123
MOT S Korigawan MS Bakhari,0,7
MOT S MS Sadha Dumber W 12,0,211
MOT S PB Barji,0,410
MOT S PS H Tola Mah Mahmada,0,98
MOT S UMS Mohamadpur Balmi,0,98
MOT S UMS Shital Semra,0,222
MOT TE2 Panchrukhi,0,180
MOT TE5 Panchyat Bhavan,0,301
MOT UTKARMIT MS CHAURGHATTA,0,311
MOTM1 RAMPUR BERIYAHI DHANAUTI,0,41
MOTTE4 HSC Kamalpur,0,160
MS Baraitha,0,565
MS Bariyarpur,0,389
MS Chakmakhan,0,355
MS Chhajan Gangaram,0,259
MS Chhajan Gonu,0,738
MS Devgan,0,129
MS Katai,0,100
MS Khalilpur,0,69
MS Khangoora,0,736
MS Ladaura East,0,"1,308"
MS Patsara,0,157
MS Tulsi Mohanpur Sakra Bazid,0,81
MUR APHC MAHAMMADPUR,0,150
MUR BASIC SCHOOL BAKHRI,0,210
MUR CHC MURAUL,0,104
MUR HIGH SCHOOL PILKHI,0,188
MUR HWC DWARIKAPUR,0,91
MUR HWC KHARAUNA,0,118
MUR M2 BAKHARI PANCHAYAT,0,183
MUR M2 LOUTAN PANCHAYAT,0,100
MUR M2 VISHANPUR SRIRAM,0,"1,050"
MUR M3 LAUTAN PANCHAYAT,0,551
MUR M3R BISHUNPUR BAKHARI,0,650
MUR M4 MURAUL PANCHAYAT,0,500
MUR M5 ITAHA RASULPUR,0,700
MUR M5 MIRAPUR PANCHAYAT,0,"2,421"
MUR MIDDLE SCHOOL BALUA KANYA,0,80
MUR MIDDLE SCHOOL BOARIYA,0,40
MUR MIDDLE SCHOOL MARKAN,0,158
MUR MIDDLE SCHOOL MIRAPUR,0,103
MUR MIDDLE SCHOOL RAINI,0,102
MUR MIDDLE SCHOOL SAMBHA,0,42
MUR MIDDLE SCHOOL SHAMBHA,0,111
MUR MIDDLE SCHOOL VIDYAJHANP,0,141
MUR MOHMADPUR BADAL WEST,0,"1,089"
MUR MS DARDHA GANDHI CHOWK,0,8
MUR MS MAMADPUR BADAL,0,689
MUR MS Malpur Agrail,0,170
MUR Middle School Itaha,0,100
MUR Middle School Lautan,0,144
MUR PS Din Tola Malpur Agrail,0,257
MUR PS PILKHI GAJPATI SC,0,807
MUR SADIKPUR MURAUL EAST,0,702
MUR TE3 Middle School,0,46
MUR UMS MAHMADPUR MOHAN,0,270
MUR UMS PILKHI GAJPATTI JURPAT,0,105
MUR VIDYAJHAP EAST,0,295
MUS APHC JAMALABAD,0,123
MUS APHC PAKARI ISHMILL,0,100
MUS AWC 33 AKHARAGHAT BANDH,0,98
MUS BABA BANWARINATH MATH,0,78
MUS BABA DUDHNATH MAHDEV,0,231
MUS BANGARA URDU SCHOOL,0,189
MUS GRAMKACHARI JHAPHA UDAN,0,293
MUS H S AHIYAPUR,0,200
MUS H S BIKHANPURA,0,110
MUS H S C BHAGWANPUR,0,198
MUS H S C DHIRANPATTI,0,115
MUS H S C MADHOPUR,0,206
MUS H S DRONPUR,0,234
MUS H S RAJWARA,0,194
MUS HSC BIKHANPURA,0,7
MUS HSC GOBARSAHI,0,204
MUS HSC NAROULI,0,482
MUS HSC SUSTA,0,228
MUS M S BANKUR CHHAPRA,0,198
MUS M S DIGHARA,0,200
MUS M S DUMARI PURVI,0,203
MUS M S NAROULI,0,197
MUS M S NARSINGHPUR,0,180
MUS MAI STHAN MUSHAHARI,0,192
MUS MIDDLE SCHOOL SUSTA,0,106
MUS MS DUMARI,0,193
MUS P S NAYGAWN,0,202
MUS PANCHAYAT BHAWAN MADHUBANI,0,344
MUS PANCHYAT BHAWAN JAMALABAD,0,6
MUS PANCHYAT BHAWAN MUSHAHARI,0,164
MUS PANCHYAT BHAWAN PATAHI,0,199
MUS PANCHYAT BHAWAN RAJWARA,0,423
MUS PANCHYAT BHAWAN ROHUA,0,200
MUS PANCHYAT BHAWAN SALHA,0,198
MUS PANCHYAT BHAWAN SHERPUR,0,122
MUS PAYANCHAT BHAWAN DUMARI,0,607
MUS PHC MUSHAHARI,0,760
MUS PS RAJAPUNASH CHODHRY TOLA,0,63
MUS PUSTAKALAY MANIKA HARIKESH,0,569
MUS S Block Office,0,155
MUS S Chmegh BabaDudhnthMandir,0,740
MUS SAKTI DHARAMKAT AHIYAPUR,0,195
MUS SAMU VIKASH BHA MATHURAPUR,0,110
MUS SAMUD BHAWA TARMA MADHOPUR,0,187
MUS SHIV MAINDIR KHABRA,0,90
MUS SHIV MAINDIR PRABHATNAGAR,0,136
MUS TAROURA GODAM,0,204
MUS U M S CHAKLAHAD,0,220
MUS U M S KOTHIYA DAKHIL,0,202
MUS U M S PRAHALADPUR,0,207
MUS U M S SAHBAJPUR,0,178
MUS UMS MAIYASTHAN SHEKHAPUR,0,290
MUS URDU VIDYALAY MOMINPUR,0,32
MUS UTBIHGR BANK BARAJAGRANATH,0,101
MUSH AWC W13 BEDAULIYA PRAHPUR,0,258
MUSH BABA DUDHNATH MAHADEV,0,242
MUSH BELA PHASE 2 KUT FACTORY,0,62
MUSH H S BIKHANPURA,0,101
MUSH H S C DHIRANPATTI,0,131
MUSH HS PHATEHPUR BARAJAGANATH,0,232
MUSH HSC GOBARSAHI,0,241
MUSH HSC SUSTA,0,306
MUSH JANBITARAN DUKAN BUDNGRA,0,447
MUSH M S DUMARI PURVI,0,297
MUSH M S NAROULI,0,300
MUSH M1 DUMARI PANCHAYAT,0,30
MUSH M1 JAMALABAAD PANCHAYAT,0,10
MUSH M1 JHAPAHAN PANCHAYAT,0,93
MUSH M1 NAROULI PANCHAYAT,0,30
MUSH M1 PATAHI PANCHAYAT,0,57
MUSH M1 SAHWAJPUR PANCHAYAT,0,133
MUSH M2 ABDUL NAGAR MADHOPUR,0,20
MUSH M2 BAIKUNTHPUR,0,81
MUSH M2 JAMALABAAD PANCHAYAT,0,20
MUSH M2 JHAPAHAN PANCHAYAT,0,109
MUSH M2 KANHOULI VISHUNDATT,0,151
MUSH M2 NAROULI PANCHAYAT,0,60
MUSH M2 SAHWAJPUR PANCHAYAT,0,40
MUSH M2 SEKHPUR PANCHAYAT,0,384
MUSH M2 SERPUR PANCHAYAT,0,261
MUSH M2 URB TE BELA,0,341
MUSH MS DUMARI,0,144
MUSH MUSHAHAR VIDYALY GANGAPUR,0,210
MUSH PANCHYAT BHAWAN RAJWARA,0,216
MUSH PANCHYAT BHAWAN ROHUA,0,181
MUSH PANCHYAT BHAWAN SALHA,0,83
MUSH PHC MUSHAHARI,0,445
MUSH S MANIKA VISHANPUR CHAND,0,220
MUSH SAM BIK BHAW MATHURAPUR,0,177
MUSH SAMUDAIK BHA PRAMANANDPUR,0,221
MUSH SHIV MAN MADAPUR CHOUBE,0,193
MUSH TAROURA SIVMAINDIR,0,202
MUSH U H S RAGHUNATHPUR,0,150
MUSH U M S KOTHIYA DAKHIL,0,300
MUSH U M S SAHBAJPUR,0,235
MUSH U M S SUTIHARA,0,239
MUSH UMS MANIKA HARIKESH NAVIN,0,256
MUSH URDU VIDYALAY MOMINPUR,0,282
Marwan APHC Barka Gaon,0,394
Marwan APHC Karza,0,327
Marwan APHC Makdumpur Kodariya,0,20
Marwan AWC 170,0,23
Marwan AWC 174,0,16
Marwan AWC 59 KARJA N TOLA A,0,473
Marwan AWC 59 KARJA N TOLA B,0,21
Marwan AWC 59 Karja Dih,0,75
Marwan AWC 70 Fanda,0,18
Marwan AWC 83,0,32
Marwan Awc 18,0,31
Marwan Awc 19 Raksa,0,30
Marwan Awc 2 Barka Gaoun,0,10
Marwan Awc 24 Raksa,0,11
Marwan Awc 64 Dwarikanathpur,0,443
Marwan Awc 7,0,30
Marwan Awc 76,0,20
Marwan Awc 79,0,23
Marwan Awc Pakari Pakohi,0,10
Marwan Brahmsthan Marwan,0,233
Marwan Durga Sthan,0,20
Marwan GH Barka Gaon,0,157
Marwan HS Barkagaon,0,49
Marwan HS Raksa Bajar A,0,307
Marwan HS Raksa Bajar B,0,191
Marwan HSC BHATAUNA,0,304
Marwan HSC Chainpur,0,28
Marwan HSC Jiyan,0,20
Marwan HSC KARJA PRATAPPUR,0,"3,024"
Marwan HSC RAKSA,0,515
Marwan KODARIYA MADRS WARD 5-A,0,241
Marwan KODARIYA MADRS WARD 5-B,0,273
Marwan Kachahari Par,0,70
Marwan Khalilpur Math Female,0,398
Marwan Khalilpur Math Male,0,578
Marwan Kodariya Math,0,179
Marwan M2 P Patohi Bathana Ram,0,86
