state,today,total
URB TE4 18-45 W01 NEW POLICE L,0,121
URB TE4 18-45 W02 SANJAY CINEM,0,167
URB TE4 18-45 W03 BRAHMPURA,0,167
URB TE4 18-45 W03 MS SADADPUR,0,229
URB TE4 18-45 W03 SADADPUR MS,0,252
URB TE4 18-45 W03 VISKARMA M,0,182
URB TE4 18-45 W04 JURAN CHAPRA,0,"1,243"
URB TE4 18-45 W05 KAILASH H IC,0,80
URB TE4 18-45 W07 CPS PLAZA BP,0,316
URB TE4 18-45 W07 MOTIPUR,0,463
URB TE4 18-45 W08 GOD FAT SJPS,0,200
URB TE4 18-45 W09 GOLD GYM CP,0,151
URB TE4 18-45 W15 MS MOTIPUR,0,192
URB TE4 18-45 W17 C.N-212,0,151
URB TE4 18-45 W18 MILLENNIUM S,0,251
URB TE4 18-45 W18 UPHC KANHAUL,0,112
URB TE4 18-45 W22 SAHU ROAD,0,"1,248"
URB TE4 18-45 W25 TURAHA TOLI,0,272
URB TE4 18-45 W26 THIOSO LODGE,0,128
URB TE4 18-45 W28 ATI BHA S RD,0,206
URB TE4 18-45 W28 SONDOW HO DC,0,242
URB TE4 18-45 W3 C.N-261,0,81
URB TE4 18-45 W31 ABHA T T COL,0,218
URB TE4 18-45 W31 ATARDAH,0,177
URB TE4 18-45 W31 KAC PAK ROAD,0,395
URB TE4 18-45 W33 UMV SATPURA,0,302
URB TE4 18-45 W34 AAM GOLA KHA,0,278
URB TE4 18-45 W34 PARAW POKHAR,0,210
URB TE4 18-45 W38 AWC 147 MPUR,0,310
URB TE4 18-45 W38 MAN NI R BAG,0,254
URB TE4 18-45 W41 DAV S MALIGH,0,186
URB TE4 18-45 W46 MADARSA,0,"1,391"
URB TE4 18-45 W46 SRI COL MALI,0,200
URB TE4 18-45 W47 MASJID CHOWK,0,73
URB TE4 18-45 W47 MODI CLINIC,0,394
URB TE4 18-45 W48 JDPC,0,174
URB TE4 18-45 W49 PHASE2 BELA,0,331
URB TE4 18-45 W49 SAI PACK BLA,0,269
URB TE4 45 W19 GOLA BANDH ROAD,0,30
URB TE4 45 W2 KRISHNA TOLI MS,0,51
URB TE4 45 W20 NAVYUV SAMITI,0,"1,262"
URB TE4 45 W21 MV INDU DAMN BT,0,102
URB TE4 45 W29 CM DURGA MANDIR,0,46
URB TE4 45 W3-7-12 MOTIPUR,0,130
URB TE5 18-45 MUZ MOBILE,0,99
URB TE5 18-45 W00 CHAKAHAMAD,0,295
URB TE5 18-45 W00 OM BDG SHEKH,0,265
URB TE5 18-45 W02 GN 6 SAN CIN,0,160
URB TE5 18-45 W02 SHIV M RAH N,0,153
URB TE5 18-45 W05 BRAH POL CLI,0,89
URB TE5 18-45 W08 GOD FAT SJPS,0,200
URB TE5 18-45 W10 GREEN COTTAG,0,193
URB TE5 18-45 W10 JAI PRBAHA N,0,203
URB TE5 18-45 W11 JOGIYA MATH,0,126
URB TE5 18-45 W12 AD PARAS MAL,0,200
URB TE5 18-45 W13 RD SCHOOL,0,144
URB TE5 18-45 W14 RAMP TH HOUS,0,213
URB TE5 18-45 W19 GOLA BANDH R,0,219
URB TE5 18-45 W19 SNA BH SH RD,0,173
URB TE5 18-45 W20 BHM BANK,0,363
URB TE5 18-45 W20 CHAMB OF COM,0,250
URB TE5 18-45 W20 MA SARA GANJ,0,154
URB TE5 18-45 W22 AWC - 72,0,224
URB TE5 18-45 W27 MAJHOLIYA RD,0,289
URB TE5 18-45 W30 AGHORIYA BAZ,0,"1,466"
URB TE5 18-45 W30 KM AGHOR BAZ,0,119
URB TE5 18-45 W30 MALI GHAT,0,"1,794"
URB TE5 18-45 W31 ABHA T T COL,0,150
URB TE5 18-45 W31 ATARDAH,0,435
URB TE5 18-45 W32 V S GANNIPUR,0,152
URB TE5 18-45 W33 DAINIK BHASK,0,129
URB TE5 18-45 W33 RATWARA KACH,0,219
URB TE5 18-45 W33 ZAKAR COLONY,0,50
URB TE5 18-45 W33 ZAKARIA,0,112
URB TE5 18-45 W33 ZAKARIYA COL,0,123
URB TE5 18-45 W38 GOSHALA ROAD,0,277
URB TE5 18-45 W39 DC BAHAKH R,0,147
URB TE5 18-45 W40 BHIMSER V BH,0,274
URB TE5 18-45 W40 PAKKI SAR RD,0,226
URB TE5 18-45 W40 SUK RD P BAZ,0,265
URB TE5 18-45 W42 BHARAT MATA,0,267
URB TE5 18-45 W46 IP SCHOOL,0,151
URB TE5 18-45 W48 ADARSH VB,0,133
URB TE5 18-45 W48 AS CAMP LN N,0,122
URB TE5 18-45 W49 DHIRANPATTI,0,162
URB TE5 18-45 W49 S P F L BELA,0,82
URB TE5 45 W31,0,61
URB TE5 45 W48 LN COLONY,0,"1,075"
URB TE5 MAHVEER STHAN GOLA,0,50
URB TE5 W02 BRAHMPURA,0,60
URB TE5 W07 CPS PLAZA BIBIGANJ,0,"1,824"
URB TE5 W18 JUMMA MASJID CK,0,150
URB TE5 W33 ZAKARIA COLONY,0,100
URB Thiosophical Laug,0,100
URB Turhatoli Aamgola,0,"1,145"
URB University,0,"2,081"
URB Urdu School,0,60
URB Uttar Bihar Gramin Bank,0,"1,093"
URB Zila School Spl Session,0,180
URBAN TE ANDI GOLA MUZAFFARPUR,0,189
URBAN TE BANARAS BANK CHOWK,0,"1,544"
URBAN TE CHATARBHUJ STHAN ROAD,0,120
URBAN TE CHHATA CHOWK,0,"1,204"
URBAN TE KANHOULI DHIRANPATTI,0,"1,378"
URBAN TE PAKKI SARAI MC,0,"1,010"
URBAN TE PURANI BAZAR MUZ,0,688
URBAN TE RAMESHWAR SINGH COL,0,230
URBAN TE SHERPUR MUZAFFARPUR,0,356
URBAN TE SHUKLA ROAD,0,"1,220"
URBAN TE WARD - 34,0,349
URBAN TE WARD -10,0,375
URBAN TE WARD -11,0,391
URBAN TE WARD -12,0,206
URBAN TE WARD -16,0,186
URBAN TE WARD -17,0,551
URBAN TE WARD -18,0,766
URBAN TE WARD -19,0,370
URBAN TE WARD 37,0,321
URBAN TE WARD-20,0,315
URBAN TE WARD-47,0,333
URBAN TE1 AAMGOLA,0,"1,210"
URBAN TE1 AGHORIYA BAZAR,0,10
URBAN TE1 BAHALKHNA KARKHANA,0,48
URBAN TE1 MS RC BRAHMPURA,0,40
URBAN TE1 RAMBAGH TRAIN SCHOOL,0,"1,488"
URBAN TE1 SHAILESHSTHAN KHABRA,0,52
URBAN TE2 CHAKBASU,0,19
URBAN TE2 HARIHAR NARAYAN MS,0,54
URBAN TE2 LAKRI DHAI CHANDWARA,0,60
URBAN TE2 SBS CHAKBASU,0,108
URBAN TE2 SHIVPURI SHIV MANDIR,0,40
URBAN TE3 GANDHI NGR GUJRATI M,0,32
URBAN TE3 JOGIYA MATH,0,20
URBAN TE3 KAMRA MUHALLA,0,50
URBAN TE3 MS CGUPT NGR MARIPUR,0,50
URBAN TE3 PURANI GUDRI,0,944
URBAN TE3 SIKANDARPUR STADIUM,0,"2,404"
URBAN TE4 CHATURBHUJ STHAN,0,"1,410"
URBAN TE4 CRBHUJ STHAN MANDIR,0,92
URBAN TE4 DAUDPUR MS,0,600
URBAN TE4 KHAJEPUR,0,60
URBAN TE4 MS BRAHMPURA,0,41
URBAN TE4 WARD NO - 7,0,79
URBAN TE5 CANDWARA,0,30
URBAN TE5 NIGAM OFF BRAHMPURA,0,41
URBAN TE5 PAMARIYA TOLA BPURA,0,22
URBAN TE5 PANKAJ MKT GOLAROAD,0,79
URBAN TE5 PURANI GUDRI,0,42
URBAN TE5 R PAND GALI KALYANI,0,51
UTE5 COMMISSIONER OFFICE,0,120
UTE5 SAROJ HEALTH CARE GOBARSA,0,170
UTE5 SBI ZONAL OFFICE INFO ZSP,0,160
UTE5 SRIVASTVA COLONY MALIGHAT,0,200
Urb 6TE Labour Court Nayatola,0,110
Urb Abhishek Health Care,0,315
Urb D N High School,0,291
Urb DUM School Lakridhahi,0,212
Urb Jalan Aushadhalay,0,200
Urb Marwan Bhatona Panchyat,0,145
Urb Naw Yuvak Samiti,0,413
Urb Sikandarpur Chowk,0,171
Urb TE BPCL Campus Sherpur,0,180
Urb TE IOC,0,120
Urb TE Krishna Complex,0,141
Urb TE Sherpur IOC Campus,0,151
Urb TE Zakaria Colony,0,220
Urban 18 Plus HS Tirhut,0,"10,851"
Urban 18 Plus Mahila ShilpKala,0,"2,895"
Urban 18 Plus ZS Brahampura,0,"1,305"
Urban 18 Red Cross,20,"13,301"
Urban 45 Plus HS Zila School,0,"1,367"
Urban 45 Plus RBTS College,0,"8,139"
Urban BALU Marwari School Near,0,691
Urban Coll LS College,0,"1,417"
Urban Coll R N S College,0,487
Urban Coll RDS College,0,58
Urban College MIT,0,"5,965"
Urban HS BB Collegiate,0,89
Urban HS MahilaSilpkala Bhawan,0,629
Urban Hall Auditorium,0,20
Urban Khadi Bhandar,0,"1,028"
Urban LIC Office,0,193
Urban MS Juran Chhapra,0,"2,272"
Urban Maripur,0,"6,282"
Urban Marwari Yuva Manch,0,"1,640"
Urban Off CO Office 8,0,94
Urban Off Circle Office 5,0,182
Urban Off Vet Off Bhagwanpur,0,503
Urban PS Chaturbhuj Asthan,0,235
Urban Polytechnic Collage,0,"1,094"
Urban Prabhat Jarda Factory,0,329
VIGYAN BHAWAN SHIVURI GOPINATH,0,40
W48 JAI MANGLAM COMPLEX BELA,0,105
indra prathya School,0,"5,977"
